profile_id,profile_type,bank_id,file_name,file_type,relative_path,upload_order,extraction_goal,expected_fields,document_quality,degradation_tags
user_009,user,bank_002,income_expenses.xlsx,xlsx,users/user_009/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_009,user,bank_002,ocr_scan.png,png,users/user_009/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_009,user,bank_002,asset_declaration.pdf,pdf,users/user_009/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_009,user,bank_002,asset_inventory.xlsx,xlsx,users/user_009/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_009,user,bank_002,employment_certificate.pdf,pdf,users/user_009/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_010,user,bank_003,profile.json,json,users/user_010/profile.json,1,seed_profile,"identity,contact,login",clean,
user_010,user,bank_003,identity_card.pdf,pdf,users/user_010/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_010,user,bank_003,proof_of_address.pdf,pdf,users/user_010/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_010,user,bank_003,bank_statement.pdf,pdf,users/user_010/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",dirty,"alt_headers,copy_stamp,layout_shift"
user_010,user,bank_003,income_expenses.xlsx,xlsx,users/user_010/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_010,user,bank_003,ocr_scan.png,png,users/user_010/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_010,user,bank_003,asset_declaration.pdf,pdf,users/user_010/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_010,user,bank_003,asset_inventory.xlsx,xlsx,users/user_010/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_010,user,bank_003,employment_certificate.pdf,pdf,users/user_010/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_010,user,bank_003,budget_note.pdf,pdf,users/user_010/budget_note.pdf,10,supporting_document,budget_note,clean,
user_011,user,bank_002,profile.json,json,users/user_011/profile.json,1,seed_profile,"identity,contact,login",clean,
user_011,user,bank_002,identity_card.pdf,pdf,users/user_011/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_011,user,bank_002,proof_of_address.pdf,pdf,users/user_011/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_011,user,bank_002,bank_statement.pdf,pdf,users/user_011/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",dirty,"alt_headers,copy_stamp,layout_shift"
user_011,user,bank_002,income_expenses.xlsx,xlsx,users/user_011/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_011,user,bank_002,ocr_scan.png,png,users/user_011/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_011,user,bank_002,asset_declaration.pdf,pdf,users/user_011/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_011,user,bank_002,asset_inventory.xlsx,xlsx,users/user_011/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_011,user,bank_002,employment_certificate.pdf,pdf,users/user_011/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_012,user,bank_003,profile.json,json,users/user_012/profile.json,1,seed_profile,"identity,contact,login",clean,
user_012,user,bank_003,identity_card.pdf,pdf,users/user_012/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_012,user,bank_003,proof_of_address.pdf,pdf,users/user_012/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_012,user,bank_003,bank_statement.pdf,pdf,users/user_012/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",dirty,"alt_headers,copy_stamp,layout_shift"
user_012,user,bank_003,income_expenses.xlsx,xlsx,users/user_012/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_012,user,bank_003,ocr_scan.png,png,users/user_012/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_012,user,bank_003,asset_declaration.pdf,pdf,users/user_012/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_012,user,bank_003,asset_inventory.xlsx,xlsx,users/user_012/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_012,user,bank_003,employment_certificate.pdf,pdf,users/user_012/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_012,user,bank_003,budget_note.pdf,pdf,users/user_012/budget_note.pdf,10,supporting_document,budget_note,clean,
user_013,user,bank_003,profile.json,json,users/user_013/profile.json,1,seed_profile,"identity,contact,login",clean,
user_013,user,bank_003,identity_card.pdf,pdf,users/user_013/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_013,user,bank_003,proof_of_address.pdf,pdf,users/user_013/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_013,user,bank_003,bank_statement.pdf,pdf,users/user_013/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_013,user,bank_003,income_expenses.xlsx,xlsx,users/user_013/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_013,user,bank_003,ocr_scan.png,png,users/user_013/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_013,user,bank_003,asset_declaration.pdf,pdf,users/user_013/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_013,user,bank_003,asset_inventory.xlsx,xlsx,users/user_013/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_013,user,bank_003,employment_certificate.pdf,pdf,users/user_013/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_013,user,bank_003,budget_note.pdf,pdf,users/user_013/budget_note.pdf,10,supporting_document,budget_note,clean,
user_014,user,bank_002,profile.json,json,users/user_014/profile.json,1,seed_profile,"identity,contact,login",clean,
user_014,user,bank_002,identity_card.pdf,pdf,users/user_014/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_014,user,bank_002,proof_of_address.pdf,pdf,users/user_014/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_014,user,bank_002,bank_statement.pdf,pdf,users/user_014/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_014,user,bank_002,income_expenses.xlsx,xlsx,users/user_014/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_014,user,bank_002,ocr_scan.png,png,users/user_014/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_014,user,bank_002,asset_declaration.pdf,pdf,users/user_014/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_014,user,bank_002,asset_inventory.xlsx,xlsx,users/user_014/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_014,user,bank_002,employment_certificate.pdf,pdf,users/user_014/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_014,user,bank_002,budget_note.pdf,pdf,users/user_014/budget_note.pdf,10,supporting_document,budget_note,clean,
user_015,user,bank_001,profile.json,json,users/user_015/profile.json,1,seed_profile,"identity,contact,login",clean,
user_015,user,bank_001,identity_card.pdf,pdf,users/user_015/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_015,user,bank_001,proof_of_address.pdf,pdf,users/user_015/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_015,user,bank_001,bank_statement.pdf,pdf,users/user_015/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_015,user,bank_001,income_expenses.xlsx,xlsx,users/user_015/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_015,user,bank_001,ocr_scan.png,png,users/user_015/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_015,user,bank_001,asset_declaration.pdf,pdf,users/user_015/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_015,user,bank_001,asset_inventory.xlsx,xlsx,users/user_015/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_015,user,bank_001,employment_certificate.pdf,pdf,users/user_015/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_015,user,bank_001,budget_note.pdf,pdf,users/user_015/budget_note.pdf,10,supporting_document,budget_note,clean,
user_016,user,bank_003,profile.json,json,users/user_016/profile.json,1,seed_profile,"identity,contact,login",clean,
user_016,user,bank_003,identity_card.pdf,pdf,users/user_016/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_016,user,bank_003,proof_of_address.pdf,pdf,users/user_016/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_016,user,bank_003,bank_statement.pdf,pdf,users/user_016/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",dirty,"alt_headers,copy_stamp,layout_shift"
user_016,user,bank_003,income_expenses.xlsx,xlsx,users/user_016/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_016,user,bank_003,ocr_scan.png,png,users/user_016/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_016,user,bank_003,asset_declaration.pdf,pdf,users/user_016/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_016,user,bank_003,asset_inventory.xlsx,xlsx,users/user_016/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_017,user,bank_003,profile.json,json,users/user_017/profile.json,1,seed_profile,"identity,contact,login",clean,
user_017,user,bank_003,identity_card.pdf,pdf,users/user_017/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_017,user,bank_003,proof_of_address.pdf,pdf,users/user_017/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_017,user,bank_003,bank_statement.pdf,pdf,users/user_017/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_017,user,bank_003,income_expenses.xlsx,xlsx,users/user_017/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_017,user,bank_003,ocr_scan.png,png,users/user_017/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_017,user,bank_003,asset_declaration.pdf,pdf,users/user_017/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_017,user,bank_003,asset_inventory.xlsx,xlsx,users/user_017/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_017,user,bank_003,employment_certificate.pdf,pdf,users/user_017/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_017,user,bank_003,budget_note.pdf,pdf,users/user_017/budget_note.pdf,10,supporting_document,budget_note,clean,
user_018,user,bank_002,profile.json,json,users/user_018/profile.json,1,seed_profile,"identity,contact,login",clean,
user_018,user,bank_002,identity_card.pdf,pdf,users/user_018/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_018,user,bank_002,proof_of_address.pdf,pdf,users/user_018/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_018,user,bank_002,bank_statement.pdf,pdf,users/user_018/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_018,user,bank_002,income_expenses.xlsx,xlsx,users/user_018/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_018,user,bank_002,ocr_scan.png,png,users/user_018/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_018,user,bank_002,asset_declaration.pdf,pdf,users/user_018/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_018,user,bank_002,asset_inventory.xlsx,xlsx,users/user_018/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_018,user,bank_002,employment_certificate.pdf,pdf,users/user_018/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_018,user,bank_002,budget_note.pdf,pdf,users/user_018/budget_note.pdf,10,supporting_document,budget_note,clean,
user_019,user,bank_001,profile.json,json,users/user_019/profile.json,1,seed_profile,"identity,contact,login",clean,
user_019,user,bank_001,identity_card.pdf,pdf,users/user_019/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_019,user,bank_001,proof_of_address.pdf,pdf,users/user_019/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_019,user,bank_001,bank_statement.pdf,pdf,users/user_019/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_019,user,bank_001,income_expenses.xlsx,xlsx,users/user_019/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_019,user,bank_001,ocr_scan.png,png,users/user_019/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_019,user,bank_001,asset_declaration.pdf,pdf,users/user_019/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_019,user,bank_001,asset_inventory.xlsx,xlsx,users/user_019/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_019,user,bank_001,employment_certificate.pdf,pdf,users/user_019/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_019,user,bank_001,budget_note.pdf,pdf,users/user_019/budget_note.pdf,10,supporting_document,budget_note,clean,
user_020,user,bank_001,profile.json,json,users/user_020/profile.json,1,seed_profile,"identity,contact,login",clean,
user_020,user,bank_001,identity_card.pdf,pdf,users/user_020/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_020,user,bank_001,proof_of_address.pdf,pdf,users/user_020/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_020,user,bank_001,bank_statement.pdf,pdf,users/user_020/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",clean,
user_020,user,bank_001,income_expenses.xlsx,xlsx,users/user_020/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",clean,
user_020,user,bank_001,ocr_scan.png,png,users/user_020/ocr_scan.png,6,ocr_image,"niu,address,phone",clean,
user_020,user,bank_001,asset_declaration.pdf,pdf,users/user_020/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_020,user,bank_001,asset_inventory.xlsx,xlsx,users/user_020/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_020,user,bank_001,employment_certificate.pdf,pdf,users/user_020/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_020,user,bank_001,budget_note.pdf,pdf,users/user_020/budget_note.pdf,10,supporting_document,budget_note,clean,
user_021,user,bank_003,profile.json,json,users/user_021/profile.json,1,seed_profile,"identity,contact,login",clean,
user_021,user,bank_003,identity_card.pdf,pdf,users/user_021/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
user_021,user,bank_003,proof_of_address.pdf,pdf,users/user_021/proof_of_address.pdf,3,address_validation,"address,city,region",clean,
user_021,user,bank_003,bank_statement.pdf,pdf,users/user_021/bank_statement.pdf,4,statement_parsing,"credits,debits,balance",dirty,"alt_headers,copy_stamp,layout_shift"
user_021,user,bank_003,income_expenses.xlsx,xlsx,users/user_021/income_expenses.xlsx,5,income_expense_excel,"income,expense,closing_balance",dirty,"preamble_rows,blank_rows,mixed_amount_style"
user_021,user,bank_003,ocr_scan.png,png,users/user_021/ocr_scan.png,6,ocr_image,"niu,address,phone",dirty,"blur,tilt,low_contrast,scanner_shadow,noise"
user_021,user,bank_003,asset_declaration.pdf,pdf,users/user_021/asset_declaration.pdf,7,asset_proof_pdf,"asset_type,estimated_value,ownership",clean,
user_021,user,bank_003,asset_inventory.xlsx,xlsx,users/user_021/asset_inventory.xlsx,8,asset_inventory_excel,"asset_type,estimated_value,proof_mode",clean,
user_021,user,bank_003,employment_certificate.pdf,pdf,users/user_021/employment_certificate.pdf,9,supporting_document,employment_certificate,clean,
user_022,user,bank_001,profile.json,json,users/user_022/profile.json,1,seed_profile,"identity,contact,login",clean,
user_022,user,bank_001,identity_card.pdf,pdf,users/user_022/identity_card.pdf,2,ocr_identity,"full_name,niu,date_of_birth,address",clean,
